imgpath,protest,violence,sign,photo,fire,police,children,group_20,group_100,flag,night,shouting
test/test-00000.jpg,0.4315827488899231,0.37073883414268494,0.9215008020401001,0.0340067595243454,0.01670106314122677,0.05148882418870926,0.02155662514269352,0.8944440484046936,0.258930504322052,0.020549746230244637,0.26416298747062683,0.0442173071205616
test/test-00001.jpg,0.015178490430116653,0.24593448638916016,0.9617810249328613,0.0316036157310009,0.003349835751578212,0.0055869948118925095,0.01159619726240635,0.7527164220809937,0.2940886616706848,0.08383326977491379,0.013597267679870129,0.03678301349282265
test/test-00002.jpg,0.7293611168861389,0.24917979538440704,0.9808027744293213,0.025433655828237534,0.004218345507979393,0.005463405977934599,0.021744083613157272,0.7833008170127869,0.20967715978622437,0.03179175406694412,0.0072508305311203,0.024215450510382652
test/test-00003.jpg,0.004571090452373028,0.19294939935207367,0.9613537192344666,0.047263141721487045,0.01226701121777296,0.012921915389597416,0.030329149216413498,0.4206100106239319,0.08573516458272934,0.031801488250494,0.033579640090465546,0.04442766681313515
test/test-00004.jpg,0.10819656401872635,0.213914692401886,0.9360906481742859,0.04480902850627899,0.00977046974003315,0.024311445653438568,0.038646623492240906,0.40143564343452454,0.083201564848423,0.020526550710201263,0.03729258105158806,0.0389053151011467
test/test-00005.jpg,0.026935648173093796,0.41306254267692566,0.6050796508789062,0.032198358327150345,0.027874108403921127,0.09795325994491577,0.017337093129754066,0.5878976583480835,0.11425969004631042,0.03206190839409828,0.023031320422887802,0.169607475399971
test/test-00006.jpg,0.013978314585983753,0.31029263138771057,0.8513268828392029,0.024860993027687073,0.009607392363250256,0.03210274130105972,0.0606270357966423,0.7330744862556458,0.10662823915481567,0.035542119294404984,0.020872147753834724,0.0350232794880867
test/test-00007.jpg,0.475901335477829,0.3789368271827698,0.8025842308998108,0.04304937273263931,0.1259404569864273,0.0865710973739624,0.02587387152016163,0.8293526768684387,0.5785540342330933,0.056250546127557755,0.5877701044082642,0.04690422862768173
test/test-00008.jpg,0.02521146461367607,0.2669522166252136,0.8183782696723938,0.056704867631196976,0.019776491448283195,0.07473691552877426,0.050352662801742554,0.5615063905715942,0.11416324973106384,0.038703806698322296,0.027705367654561996,0.10431642830371857
test/test-00009.jpg,0.054154638200998306,0.3593365252017975,0.720679759979248,0.033719003200531006,0.03701687604188919,0.05015707388520241,0.03709132969379425,0.6765551567077637,0.19786179065704346,0.07212303578853607,0.029346005991101265,0.10680194199085236
test/test-00010.jpg,0.522345781326294,0.4894651174545288,0.9065051078796387,0.009761693887412548,0.0027557779103517532,0.008218861185014248,0.005141335539519787,0.9973184466362,0.9359964728355408,0.29450085759162903,0.01002564188092947,0.02600143477320671
test/test-00011.jpg,0.05277404189109802,0.27838513255119324,0.7838408946990967,0.028541071340441704,0.01834329031407833,0.05013597011566162,0.022471195086836815,0.6968139410018921,0.11168085038661957,0.02170180156826973,0.017319228500127792,0.07970870286226273
test/test-00012.jpg,0.12800587713718414,0.3304654061794281,0.740247905254364,0.0533299520611763,0.017614420503377914,0.06455828249454498,0.058202337473630905,0.6283345818519592,0.09268347173929214,0.08155252039432526,0.018487734720110893,0.10112424194812775
test/test-00013.jpg,0.6895357370376587,0.28378328680992126,0.9612367153167725,0.01685250550508499,0.009531993418931961,0.008776839822530746,0.009105374105274677,0.6870688199996948,0.14626780152320862,0.013918247073888779,0.050367847084999084,0.019047291949391365
