imgpath,protest,violence,sign,photo,fire,police,children,group_20,group_100,flag,night,shouting
test/test-00000.jpg,0.9910969734191895,0.3948633074760437,0.9918919801712036,0.027650905773043633,0.005499363411217928,0.010456368327140808,0.009882999584078789,0.8697736263275146,0.3322659730911255,0.017534388229250908,0.46037283539772034,0.02899218536913395
test/test-00001.jpg,0.02189141884446144,0.23529855906963348,0.9393094182014465,0.0369022972881794,0.0006426034378819168,0.00479132542386651,0.011359835043549538,0.501460075378418,0.055704910308122635,0.03876780346035957,0.0030094862449914217,0.03029012680053711
test/test-00002.jpg,0.8874062895774841,0.19922521710395813,0.9873443841934204,0.07914526015520096,0.0016224834835156798,0.004766917787492275,0.029763074591755867,0.47290849685668945,0.06528601050376892,0.061219505965709686,0.004849179182201624,0.030216027051210403
test/test-00003.jpg,0.00013185225543566048,0.09211421757936478,0.974932074546814,0.0458575040102005,0.00030548052745871246,0.0010897382162511349,0.005160660948604345,0.07547485083341599,0.0035535390488803387,0.001451276009902358,0.006363175809383392,0.01870444044470787
test/test-00004.jpg,0.023928536102175713,0.17406989634037018,0.8386198878288269,0.041427984833717346,0.010128599591553211,0.02609258145093918,0.018685108050704002,0.17902204394340515,0.024675369262695312,0.013500283472239971,0.0510544553399086,0.028865300118923187
test/test-00005.jpg,0.07121329009532928,0.43089526891708374,0.4574684500694275,0.02076561562716961,0.017118701711297035,0.18594728410243988,0.009145271964371204,0.3859909176826477,0.013980088755488396,0.017048178240656853,0.008241085335612297,0.25547024607658386
test/test-00006.jpg,0.018925106152892113,0.20693598687648773,0.7933478355407715,0.03003515675663948,0.0038124052807688713,0.022092465311288834,0.04977760091423988,0.4212767779827118,0.0395977757871151,0.024398664012551308,0.028726283460855484,0.02781657688319683
test/test-00007.jpg,0.5889052152633667,0.3769929111003876,0.8110932111740112,0.016525983810424805,0.03669698163866997,0.06832050532102585,0.007050179410725832,0.8349372744560242,0.5776743292808533,0.049130119383335114,0.8437410593032837,0.018595833331346512
test/test-00008.jpg,0.0997612252831459,0.17933455109596252,0.9382137060165405,0.09065622836351395,0.0011903605191037059,0.008430282585322857,0.016765929758548737,0.23995918035507202,0.018794100731611252,0.009931991808116436,0.0033663997892290354,0.10190752893686295
test/test-00009.jpg,0.005108067765831947,0.21368172764778137,0.6339428424835205,0.05493975430727005,0.007518113125115633,0.020421909168362617,0.016483590006828308,0.20186220109462738,0.013143005780875683,0.022236088290810585,0.01018446683883667,0.11266026645898819
test/test-00010.jpg,0.6280319690704346,0.5144878029823303,0.7270143628120422,0.021628892049193382,0.00963861308991909,0.04989086091518402,0.00929165631532669,0.9881133437156677,0.8376458883285522,0.2663120925426483,0.014965533278882504,0.04982955753803253
