imgpath,protest,violence,sign,photo,fire,police,children,group_20,group_100,flag,night,shouting
test/test-00000.jpg,0.9680768847465515,0.3826269805431366,0.9899842739105225,0.05998982861638069,0.003311616601422429,0.010379405692219734,0.010672314092516899,0.8232983350753784,0.23308293521404266,0.01841912791132927,0.5169411897659302,0.025437820702791214
test/test-00001.jpg,0.006482063792645931,0.2208685278892517,0.9790701270103455,0.11041958630084991,0.0006920309970155358,0.0013613486662507057,0.00879491213709116,0.7282171249389648,0.09065345674753189,0.17211711406707764,0.007014896720647812,0.049125466495752335
test/test-00002.jpg,0.5250136852264404,0.21096712350845337,0.9868916869163513,0.12834912538528442,0.001400573062710464,0.006485657766461372,0.023846818134188652,0.42756345868110657,0.04766669496893883,0.018483377993106842,0.004349998198449612,0.02094353549182415
test/test-00003.jpg,0.0005424261325970292,0.13404758274555206,0.9759383797645569,0.10162301361560822,0.0005065087461844087,0.001228598179295659,0.008076273836195469,0.3780169188976288,0.026825889945030212,0.029196560382843018,0.005929362960159779,0.022419244050979614
test/test-00004.jpg,0.024721745401620865,0.21561722457408905,0.8646690845489502,0.08417452126741409,0.009625143371522427,0.021454943343997,0.015932654961943626,0.22929537296295166,0.023832840844988823,0.011437127366662025,0.028234316036105156,0.007353779394179583
test/test-00005.jpg,0.03308827430009842,0.3944355845451355,0.26644763350486755,0.025617722421884537,0.015130201354622841,0.30736348032951355,0.007390320301055908,0.2706572413444519,0.012248825281858444,0.027704456821084023,0.015594390220940113,0.15387769043445587
test/test-00006.jpg,0.013541203923523426,0.26829758286476135,0.8361485600471497,0.017005911096930504,0.003124955575913191,0.010847640223801136,0.061020627617836,0.6766507029533386,0.05193174630403519,0.020681800320744514,0.013216682709753513,0.017872728407382965
test/test-00007.jpg,0.4971427619457245,0.3734281659126282,0.7688853144645691,0.014745431020855904,0.02145552821457386,0.03368505835533142,0.002700194949284196,0.8831591010093689,0.5406533479690552,0.025228340178728104,0.8919596076011658,0.01566983386874199
test/test-00008.jpg,0.015157140791416168,0.197693333029747,0.8621551990509033,0.07558412849903107,0.0013849798124283552,0.010761044919490814,0.006308912765234709,0.3623395562171936,0.016852710396051407,0.020857658237218857,0.004409782588481903,0.05739591643214226
test/test-00009.jpg,0.005633424036204815,0.2887684404850006,0.5752434730529785,0.12357079237699509,0.016397709026932716,0.02833714708685875,0.01384265348315239,0.22463355958461761,0.01557606365531683,0.06881894171237946,0.012570658698678017,0.15432164072990417
